id,name,type,Height_cm,Weight_lb,Weight_km,Height_ft,Alignment,superpower_Jump,superpower_Sonar,superpower_Magic,superpower_Flight,superpower_Banish,superpower_Orbing,superpower_Agility,superpower_Melting,superpower_Stamina,superpower_Empathy,superpower_Stealth,superpower_Gliding,superpower_Wishing,superpower_Phasing,superpower_Accuracy,superpower_Reflexes,superpower_Omnitrix,superpower_Insanity,superpower_Longevity,superpower_Endurance,superpower_Telepathy,superpower_Dexterity,superpower_Illusions,superpower_Summoning,superpower_Animation,superpower_Absorption,superpower_Nova_Force,superpower_Mind_Blast,superpower_Adaptation,superpower_Separation,superpower_Camouflage,superpower_Possession,superpower_Geokinesis,superpower_Power_Suit,superpower_Durability,superpower_Elasticity,superpower_Projection,superpower_Biokinesis,superpower_Levitation,superpower_Apotheosis,superpower_Power_Sense,superpower_Time_Travel,superpower_Sub-Mariner,superpower_Omnipotence,superpower_Immortality,superpower_Astral_Trap,superpower_Duplication,superpower_Aerokinesis,superpower_Radar_Sense,superpower_Toxikinesis,superpower_Cryokinesis,superpower_Super_Speed,superpower_Vitakinesis,superpower_Pyrokinesis,superpower_Telekinesis,superpower_Death_Touch,superpower_Atmokinesis,superpower_Echokinesis,superpower_Bullet_Time,superpower_Precognition,superpower_Hydrokinesis,superpower_Resurrection,superpower_Danger_Sense,superpower_Regeneration,superpower_Invisibility,superpower_Photokinesis,superpower_Intelligence,superpower_Illumination,superpower_Umbrakinesis,superpower_Energy_Beams,superpower_Clairvoyance,superpower_Anti-Gravity,superpower_Terrakinesis,superpower_Wallcrawling,superpower_Sonic_Scream,superpower_Power_Cosmic,superpower_Force_Fields,superpower_Super_Breath,superpower_Audiokinesis,superpower_Grim_Reaping,superpower_Mind_Control,superpower_Web_Creation,superpower_Hypnokinesis,superpower_Hyperkinesis,superpower_Energy_Armor,superpower_Natural_Armor,superpower_Size_Changing,superpower_Intangibility,superpower_Psychokinesis,superpower_Teleportation,superpower_Ability_Shift,superpower_Chlorokinesis,superpower_Astral_Travel,superpower_Thermokinesis,superpower_Energy_Blasts,superpower_Seismic_Power,superpower_Shapeshifting,superpower_Chronokinesis,superpower_Vision_-_Heat,superpower_Electrokinesis,superpower_Enhanced_Smell,superpower_Super_Strength,superpower_Weapons_Master,superpower_Healing_Factor,superpower_Omnilingualism,superpower_Magnetokinesis,superpower_Thirstokinesis,superpower_Vision_-_Night,superpower_Psionic_Powers,superpower_Vision_-_X-Ray,superpower_Gravitokinesis,superpower_Enhanced_Touch,superpower_Changing_Armor,superpower_Natural_Weapons,superpower_Fire_Resistance,superpower_Reality_Warping,superpower_Enhanced_Senses,superpower_Portal_Creation,superpower_Density_Control,superpower_Self-Sustenance,superpower_Invulnerability,superpower_Heat_Resistance,superpower_Power_Nullifier,superpower_Enhanced_Memory,superpower_Heat_Generation,superpower_Cold_Resistance,superpower_Physical_Anomaly,superpower_Magic_Resistance,superpower_Latent_Abilities,superpower_Power_Absorption,superpower_Enhanced_Hearing,superpower_Symbiote_Costume,superpower_Vision_-_Thermal,superpower_Vaporising_Beams,superpower_Energy_Resistance,superpower_Energy_Absorption,superpower_Astral_Projection,superpower_Energy_Constructs,superpower_Radiation_Control,superpower_Timeframe_Control,superpower_Matter_Absorption,superpower_Spatial_Awareness,superpower_Animal_Attributes,superpower_Vision_-_Infrared,superpower_Power_Augmentation,superpower_Lantern_Power_Ring,superpower_Radiation_Immunity,superpower_Intuitive_aptitude,superpower_Entropy_Projection,superpower_Weapon-based_Powers,superpower_Energy_Manipulation,superpower_Qwardian_Power_Ring,superpower_Substance_Secretion,superpower_Vision_-_Telescopic,superpower_Technopath/Cyberpath,superpower_Telepathy_Resistance,superpower_Electrical_Transport,superpower_Vision_-_Microscopic,superpower_Molecular_Combustion,superpower_Underwater_breathing,superpower_Radiation_Absorption,superpower_Molecular_Dissipation,superpower_Photographic_Reflexes,superpower_Animal_Oriented_Powers,superpower_Molecular_Manipulation,superpower_Darkforce_Manipulation,superpower_Mind_Control_Resistance,superpower_Cross-Dimensional_Travel,superpower_Molecular_Immobilization,superpower_Probability_Manipulation,superpower_Human_physical_perfection,superpower_Cross-Dimensional_Awareness,superpower_Elemental_Transmogrification,superpower_Toxin_and_Disease_Resistance,Gender,Alternate_Identities,First_appearance,Eye_color,Hair_color,Group_Affiliation,strength,combat,intelligence,speed,power,durability,Relatives,Aliases,Occupation,Base,Place_of_birth,Race,Nicknames,Skin_color,Enemies,Friends
1339971255,Professor X,hero,183,190,86,6',good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Professor X,X-MEN (first series) #1,Blue,Bald (was Blond previously),"Formerly Illuminati, X-Men (founder), Cadre K (founder), the Twelve, Starjammers, New Mutants (founder), U.S. Army",0.08,0.32,0.88,0.12,0.89,0.14,"Brian Xavier (father, deceased), Sharon Xavier (mother, deceased), Cassandra Nova (sister), Kurt Marko (stepfather, deceased), Cain Marko (Juggernaut, stepbrother), Lilandra (ex-wife), David Charles Haller (Legion, son, deceased)","Prof, Dr. X, Professor Xavier, formerly Prisoner M-13","Geneticist, teacher, leader of the X-Men, formerly Adventurer, soldier","Xavier Institute, Salem Center, Westchester County, New York","New York, New York",,,,,
1339971256,Psylocke,hero,180,155,70,5'11',good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,Psylocke,"(U. K.) Captain Britain (Vol. 1) #8, (U. S.) New Mutants Annual #2","(original body) Violet, (current body) Blue","(original body) Blonde, (current body) Black (dyed purple)","X-Men, formerly agent of S.T.R.I.K.E., ally of R.C.X., partner of Captain U.K.",,,,,,,"Sir James Braddock, Sr. (father, deceased), Elizabeth Braddock (mother, deceased), Brian Braddock (Captain Britain, brother), James 'Jamie' Braddock, Jr. (brother), Meggan (sister-in-law)","Captain Britain, Lady Mandarin","Adventurer, formerly a STRIKE operative, fashion model","Xavier Institute, Salem Center, Westchester County, New York formerly Braddock Manor, United Kingdom; Australian Outback","Braddock Manor, England",,Betsy,,,
1339971257,Punisher,hero,183,200,90,6'0',good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,male,Punisher,AMAZING SPIDER-MAN #129,Blue,Black,"None; Formerly Secret Avengers, Daredevil's Unnamed Super-Hero Team, Green Berets, U.S. Marine Corps",0.16,1.0,0.5,0.23,0.22,0.28,"Maria Castle (Wife, deceased), Christie Castle (Daughter, deceased), Frank Castle Junior (Son, deceased), Mario Castle (Father, deceased), Louisa Castle (Mother, deceased), Rocco Castiglione (Uncle, deceased), Esmerelda Castiglione (Aunt, deceased), Michael Castle (Brother, stillborn, deceased).","Big Nothing, Major Bateman, Ted Bishop, Cliff Callador, Castigo, Chaloner, Fred D'Amato, Eastman, Charles Fort, Frank Loomis, McRook, Melchior, Joe Rainey, Frank Rook, Richard Rook, Tony Knowlen Ross, Francis Stronghold, Johnny Tower, Dmitri Velikoff, Fra",Former United States Marine turned professional vigilante,"Mobile, usually in New York City","Queens, New York",Human,,,,
1339971258,Quantum,hero,NA,NA,NA,NA,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,,,,,,,,,,,,,,,,,,,,,
1339971259,Quicksilver,hero,183,175,79,6'0,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,male,Quicksilver,X-MEN Vol. 1 #4,Blue,Silver,"Avengers, unofficial member of the Royal Family of the Inhumans, (former) Brotherhood of Evil Mutants I, X-Factor II",0.28,0.56,0.62,1.0,0.57,0.6,"Wanda Maximoff (Scarlet Witch, sister), Magnus (Magneto, father), Magda (mother, deceased), Django Maximoff (adoptive father), Marya Maximoff (adoptive mother, deceased), Crystal (wife), Maximoff, Luna (daughter), Medusa (sister-in-law), Black Bolt, Gorgon, Karnak, Triton, Maximus (cousins by marriage), Vision (ex-brother-in-law)","Pietro Frank, Gypsy Davey, Mateo Maximoff","(current) Adventurer, (former) Terrorist, officer of the Inhumans militia, United States government operative","Currently a castle on the Hudson River in upstate New York that is owned by the High Evolutionary; (former) Transia; Avengers Mansion, Manhattan; Avengers Compound, Palos Verdes, California; X-Factor headquarters, Washington D. C.","Wundagore Mountain, Transia (in Eastern Europe)",Mutant,,,,
1339971260,Quill,hero,163,124,56,5'4,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Quill,New X-Men: Academy X #1,Brown,Brown,Corsairs,0.1,0.14,0.38,0.12,0.23,0.14,,Max,,X-Mansion,,,,,,
1339971261,Rachel Pirzad,hero,NA,NA,NA,NA,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,,,,,Alphas,0.04,0.1,0.62,0.08,0.52,0.1,,,,,,Alpha,,,,
1339971262,Red Arrow,hero,180,185,83,5'11,good,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Red Arrow,(as Speedy) More Fun Comics # 73(Nov. 1941); (as Arsenal) The New Titans # 99 (July 1993); (as Red Arrow) Justice League of America Vol. 2 # 7 (May 2007),Green,Red,"Titans, Justice League of America, formerly Outsiders, Teen Titans, Checkmate, Central Bureau of Investigations",0.16,0.8,0.62,0.25,0.24,0.2,"Roy William Harper, Sr. (father, deceased); Brave Bow (adoptive father, deceased); Oliver Ollie Queen (Green Arrow - adoptive father); Jim Harper (Guardian- great-uncle); Lian Harper (daughter), Vandal Savage (ancestor)","Arsenal, Speedy",Adventurer; intelligence agent; musician,"The Hall & JLA Watchtower; New York City; formerly Titans Tower, Station Markovia, and Gabriel's Horn",,Human,,,,
1339971263,Red Hulk,hero,244,1400,630,8'0,good,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,male,,Hulk #1 (2008),Yellow,Black,"Code Red, AIM; Formerly Offenders",0.88,0.75,0.5,0.47,0.59,0.95,,"Rulk, Hulk",,,,,,,,
1339971264,Red Tornado,hero,185,325,146,6'1,good,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Red Tornado,"As Red Tornado: Justice League of America #64, As Ulthoon: Mystery in Space #61",Green,Blond,"Justice League of America, formally Parliament of Vapors, T.O. Morrow, Justice Society of America, Young Justice, Primal Force, Leymen, Donna Troy",,,,,,,"Kathy (wife), Traya (adoptive daughter)","John Smith, Ulthoon, Tornado Tyrant of Rann, Tornado Champion, Tornado Man Dreaming, Reddy",,,,,,,,
1339971265,Renata Soliz,hero,NA,NA,NA,NA,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,,,,,,,,,,,,,,,,,,,,,
1339971266,Ripcord,hero,180,160,72,5'11,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,Ripcord,,Green,Black,,,,,,,,,,"Adventurer, formerly prostitute.",,,,,,,
1339971267,Robin I,hero,178,175,79,5'10,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,male,Batman II / Nightwing / Robin I,"Detective Comics #38 (April, 1940)",Blue,Black,"Batman Family, Batman Incorporated, Justice League; formerly Teen Titans, Outsiders, Bludhaven Police Department, Secret Society of Super-Villains",0.11,0.85,0.88,0.27,0.32,0.28,"John Grayson (father), Mary Grayson (mother), Bruce Wayne (adoptive father), Damian Wayne (adoptive brother), Jason Todd (adoptive brother), Tim Drake (adoptive brother), Cassandra Cain (adoptive sister)","Renegade, The Target, Freddie Dinardo",,"Wayne Tower, Gotham City; formerly the Batcave;  formerly Blüdhaven;  formerly New York City",,Human,,,,
1339971268,Robin II,hero,NA,NA,NA,NA,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Red Hood / Robin II,,,,,,,,,,,,Nightwing,,,,Human,,,,
1339971269,Robin III,hero,155,115,52,5'1',good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Robin III,,Blue,Black,"Batman Family, Teen Titans,Young Justice, Legion of Super-Heroes Draftee",,,,,,,"Jack Drake (father, deceased), Janet Lynn Drake (mother, deceased), Dana Drake (stepmother, status unknown)","Alvin Draper, Mr. Sarcastic",High School Student,Gotham City,,,Tim,,,
1339971270,Rogue,hero,173,120,54,5'8,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,Rogue,Avengers Annual #10 (1981),Green,Brown (with white streak),"X-Men, formerly X-Treme Sanctions Executive, X-Treme X-Men, Brotherhood of Evil Mutants",0.1,0.8,0.75,0.12,0.8,0.28,"Owen (father), Priscilla (mother), Carrie (aunt), Raven Darkhölme (Mystique, foster mother), Kurt Wagner (Nightcrawler, foster brother), Graydon Creed (foster brother, deceased)","Anna Raven, Doctor Kellogg, Mutate 9602, Irene Adler, Miss Smith","Adventurer, former mechanic, waitress, terrorist",,"Caldecott County, Mississippi",,,,,
1339971271,Ronin,hero,191,230,104,6'3,good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Goliath II / Hawkeye / Ronin,,Blue,Blond,"Avengers; formerly founding member of Avengers West Coast and first chairman, Thunderbolts, S.H.I.E.L.D. (unofficial), Chain Gang 421-011, Shadows, Great Lakes Avengers, Cross Technological Enterprises, Defenders, Carson Carnival of Traveling Wonders, Ti",0.1,0.9,0.38,0.27,0.21,0.32,"Harold Barton (father), Edith Barton (mother), Charles Bernard Barney Barton (brother), Barbara Morse 'Bobbi' Barton (Mockingbird, wife), Brett Barton (ancestor), Mack Barton (ancestor); all deceased","Formerly Hawkeye, the Marksman, 'Br'er Hawkeye', Superhuman Cellblock Prisoner 334556, Longbow, Goliath, Father Time, Louis, Robin Hood, the Hawkeye Kid, Golden Archer, 'Purple Man'; impersonated Constrictor & Dreadknight","Outlaw adventurer, revolutionary; former professional super hero, fugitive, unnoficial S.H.I.E.L.D. operative, federal inmate, CTE security chief, ranch hand, archery tutor, carnival performer, roustabout, butcher shop worker",,"Waverly, Iowa",Human,,,,
1339971272,Rorschach,hero,168,140,63,5'6,good,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Rorschach,"Watchmen #1 (September, 1986)",Blue,Red,Crimebusters,0.1,0.8,0.75,0.29,0.23,0.2,,,"Vigilante, former garment worker",,,Human,,,,
1339971273,Sage,hero,170,135,61,5'7',good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,Sage,X-MEN Vol. 1 #132,Blue,Black,"Excalibur, formerly X-Men, X-Treme Sanctions Executive, X-Treme X-Men, Hellfire Club",0.1,0.56,0.75,0.12,0.28,0.14,,,Former Soldier,Base of operations unknown,Place of birth unknown,,Lady Tessa,,,
1339971274,Sasquatch,hero,305,2000,900,10',good,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Sasquatch,,Red,Orange,"Omega Flight; formerly Alpha Flight, Beta Flight, Gamma Flight, Howling Commandos",0.8,0.42,0.75,0.23,0.15,0.56,"Veronica Langkowsi (ex-wife), unidentified son, Lillian von Loont (Gilded Lily, great-aunt, deceased)","Box, Wanda Langkowski","Adventurer, bio-physicist, government operative; former college lecturer, professional football player",,"Edmonton, Alberta, Canada",,,,,
